responseId,start_time,end_time,claim,prestance,condition,see_t,see_f,see_m,see_e,share_t,share_f,share_m,share_e,poststance,yearborn,gender
5936,07/10/2018 12:15:37 PM,07/10/2018 12:17:09 PM,9,0,2,1,1,-1,-1,-1,-1,-1,-1,1,7,1
5937,07/10/2018 12:17:14 AM,07/10/2018 12:20:05 AM,3,1,5,1,1,1,1,1,1,1,1,0,4,2
5938,07/10/2018 12:20:10 PM,07/10/2018 12:23:49 PM,8,2,6,2,-1,1,-1,2,1,1,-1,1,13,2
5939,07/10/2018 12:20:34 AM,07/10/2018 12:21:36 AM,4,1,4,2,1,-2,-2,-2,-2,-2,-2,1,15,2
5940,07/10/2018 12:21:51 AM,07/10/2018 12:25:19 AM,7,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,10,1
5941,07/10/2018 12:22:48 PM,07/10/2018 12:24:30 PM,3,-1,1,-1,-1,-2,-2,-2,-2,-2,-2,-1,12,2
5942,07/10/2018 12:23:21 PM,07/10/2018 12:26:53 PM,1,-2,5,-1,-1,-1,-1,-2,-2,-2,-2,-1,1,2
5943,07/10/2018 12:23:25 PM,07/10/2018 12:25:28 PM,3,-2,6,-1,-1,-1,-1,-2,-2,-2,-2,-2,13,1
5944,07/10/2018 12:25:33 PM,07/10/2018 12:51:11 PM,1,2,5,2,1,2,1,2,2,1,-1,1,13,2
5945,07/10/2018 12:27:00 PM,07/10/2018 12:28:07 PM,7,0,4,-1,-1,-1,-1,-2,-2,-2,-2,0,8,1
5946,07/10/2018 12:27:15 PM,07/10/2018 12:28:31 PM,1,1,6,-2,-2,-2,-2,-2,-2,-2,-1,-1,10,2
5947,07/10/2018 12:27:22 PM,07/10/2018 12:31:06 PM,4,-2,3,1,1,1,2,-2,-2,-2,-2,-2,6,2
5948,07/10/2018 12:28:36 AM,07/10/2018 12:30:32 AM,9,-2,3,1,1,1,1,1,1,1,1,1,1,2
5949,07/10/2018 12:29:00 PM,07/10/2018 12:51:11 PM,5,2,2,2,1,1,-1,2,1,1,2,1,13,2
5950,07/10/2018 12:32:00 AM,07/10/2018 12:33:28 AM,3,-2,1,-1,-1,-1,-1,-1,-1,-1,-1,-2,17,1
5951,07/10/2018 12:32:33 PM,07/10/2018 12:34:32 PM,7,-1,5,1,-1,-2,-2,-2,-2,-2,-2,-1,3,2
5952,07/10/2018 12:32:39 PM,07/10/2018 12:33:41 PM,9,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,9,1
5953,07/10/2018 12:32:47 PM,07/10/2018 12:34:26 PM,2,-2,1,1,1,1,-2,-2,-2,-2,-2,-2,1,1
5954,07/10/2018 12:34:19 PM,07/10/2018 12:36:41 PM,8,-2,2,1,1,-2,-2,-2,-2,-2,-2,-2,3,2
5955,07/10/2018 12:34:38 AM,07/10/2018 12:37:47 AM,2,2,2,1,-1,1,-1,1,2,-1,1,1,3,2
5956,07/10/2018 12:35:45 PM,07/10/2018 12:38:28 PM,2,-2,2,-1,-1,-1,-1,-2,-2,-2,-2,-2,10,2
5957,07/10/2018 12:35:56 AM,07/10/2018 12:38:21 AM,4,1,6,1,1,1,1,2,2,2,-1,1,9,2
5958,07/10/2018 12:37:17 PM,07/10/2018 12:52:21 PM,4,2,6,2,1,-1,1,2,-1,-1,1,1,13,1
5959,07/10/2018 12:37:24 PM,07/10/2018 12:43:13 PM,2,-1,1,1,1,-1,1,1,1,-1,1,0,1,1
5960,07/10/2018 12:37:38 PM,07/10/2018 12:39:30 PM,3,-1,5,-2,-2,-2,-2,-2,-2,-2,-2,0,1,1
5961,07/10/2018 12:37:46 AM,07/10/2018 12:39:15 AM,5,-2,5,1,1,-1,1,-1,-1,-1,-1,-2,2,2
5962,07/10/2018 12:38:14 PM,07/10/2018 12:55:19 PM,6,2,3,2,1,-1,1,2,1,2,1,1,13,2
5963,07/10/2018 12:38:39 AM,07/10/2018 12:39:40 AM,10,1,4,1,1,1,-2,-1,-1,-1,-1,1,1,1
5964,07/10/2018 12:41:04 PM,07/10/2018 12:42:36 PM,4,0,1,1,1,1,-1,-1,-1,-1,-1,0,12,1
5965,07/10/2018 12:41:19 AM,07/10/2018 12:42:20 AM,4,-2,2,1,1,1,1,-1,-1,-1,-1,0,5,1
5966,07/10/2018 12:43:21 PM,07/10/2018 12:44:57 PM,7,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,11,3
5967,07/10/2018 12:44:21 PM,07/10/2018 12:45:39 PM,6,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,11,1
5968,07/10/2018 12:44:30 PM,07/10/2018 12:52:10 PM,7,2,1,2,1,-1,1,2,1,2,1,1,13,2
5969,07/10/2018 12:45:14 AM,07/10/2018 12:47:41 AM,9,-2,5,1,1,1,1,1,1,1,1,-2,1,1
5970,07/10/2018 12:45:18 AM,07/10/2018 12:47:32 AM,3,1,4,1,1,1,-1,-1,-1,-1,-2,0,11,1
5971,07/10/2018 12:45:20 AM,07/10/2018 12:45:57 AM,2,0,6,-1,-1,-1,1,-1,-1,-1,1,1,8,2
5972,07/10/2018 12:47:33 PM,07/10/2018 12:50:36 PM,10,2,6,2,1,1,-1,2,1,-1,2,1,13,1
5973,07/10/2018 12:47:57 PM,07/10/2018 12:49:57 PM,7,-2,5,-1,-1,-2,-2,-2,-2,-2,-2,-2,10,1
5974,07/10/2018 12:49:05 PM,07/10/2018 12:50:18 PM,1,2,4,1,-1,2,-1,2,1,1,-1,1,13,2
5975,07/10/2018 12:49:18 PM,07/10/2018 12:53:53 PM,6,2,2,2,1,-1,2,2,1,2,-1,1,13,2
5976,07/10/2018 12:49:43 AM,07/10/2018 12:51:28 AM,4,-1,1,-1,-1,-1,-1,-2,-2,-2,-2,-1,16,2
5977,07/10/2018 12:50:23 PM,07/10/2018 12:52:00 PM,10,2,2,1,-1,1,-2,-1,1,-1,-1,1,13,2
5978,07/10/2018 12:50:24 PM,07/10/2018 12:53:41 PM,8,2,2,2,1,-1,1,1,-1,1,-2,1,14,2
5979,07/10/2018 12:50:32 AM,07/10/2018 12:53:10 AM,4,-2,2,1,-1,-1,1,-1,-1,-1,-1,1,4,1
5980,07/10/2018 12:50:44 PM,07/10/2018 12:55:37 PM,2,0,4,2,1,2,1,2,-1,2,1,1,14,1
5981,07/10/2018 12:51:09 AM,07/10/2018 12:52:27 AM,4,-1,4,-2,-2,-2,-2,-2,-2,-2,-2,-1,11,1
5982,07/10/2018 12:51:33 PM,07/10/2018 12:52:17 PM,6,1,6,2,1,2,-1,-1,1,2,2,2,15,1
5983,07/10/2018 12:51:53 PM,07/10/2018 12:57:34 PM,3,2,5,2,1,2,-1,2,1,1,2,1,14,2
5984,07/10/2018 12:52:27 PM,07/10/2018 01:01:12 PM,10,2,1,2,1,-1,1,1,-1,1,1,1,12,2
5985,07/10/2018 12:52:31 AM,07/10/2018 12:54:17 AM,3,0,1,1,1,1,-1,1,1,-1,-1,0,9,2
5986,07/10/2018 12:52:47 PM,07/10/2018 12:54:17 PM,1,-1,3,-2,-2,-2,-2,-2,-2,-2,-2,-1,8,2
5987,07/10/2018 12:52:51 PM,07/10/2018 12:53:31 PM,4,1,3,-1,1,-1,-1,-1,1,-1,-1,1,10,2
5988,07/10/2018 12:52:51 PM,07/10/2018 12:53:26 PM,2,2,5,2,2,1,1,-1,1,1,2,1,13,2
5989,07/10/2018 12:53:14 AM,07/10/2018 12:55:55 AM,7,0,6,-2,-2,-2,-2,-2,-2,-2,-2,-1,8,1
5990,07/10/2018 12:54:26 PM,07/10/2018 12:55:09 PM,5,2,6,1,-1,-2,1,1,-1,2,-1,1,13,2
5991,07/10/2018 12:55:05 PM,07/10/2018 12:56:11 PM,1,2,3,2,1,2,1,2,1,2,2,1,12,2
5992,07/10/2018 12:55:55 PM,07/10/2018 12:56:36 PM,2,2,1,2,1,2,1,1,2,1,2,1,13,2
5993,07/10/2018 12:56:02 PM,07/10/2018 12:58:34 PM,7,1,1,2,-1,1,2,2,1,-1,1,1,13,1
5994,07/10/2018 12:57:02 PM,07/10/2018 12:58:29 PM,5,1,6,2,1,1,-1,1,2,1,-1,0,14,2
5995,07/10/2018 12:57:26 PM,07/10/2018 12:58:33 PM,9,-2,2,-1,-1,-1,-1,-1,-1,-1,-1,-2,6,2
5996,07/10/2018 12:57:36 PM,07/10/2018 01:00:19 PM,10,1,5,-2,-2,-2,-2,-2,-2,-2,-2,0,1,1
5997,07/10/2018 12:57:41 PM,07/10/2018 01:04:13 PM,2,0,1,1,-1,-1,-1,1,-1,1,1,0,6,1
5998,07/10/2018 12:59:25 PM,07/10/2018 01:00:08 PM,9,1,3,1,-1,-2,-1,-1,-1,-2,-1,0,14,1
5999,07/11/2018 01:01:53 PM,07/11/2018 01:04:36 PM,4,-2,4,1,1,1,-1,-1,-1,-1,-1,-1,3,1
6000,07/11/2018 01:06:27 AM,07/11/2018 01:08:15 AM,3,-2,4,-1,-1,-1,-1,-2,-2,-2,-2,-1,18,2
6001,07/11/2018 01:07:05 AM,07/11/2018 01:10:33 AM,6,1,2,1,1,-1,1,-1,-1,-1,1,1,2,1
6002,07/11/2018 01:07:38 AM,07/11/2018 01:08:39 AM,5,-2,1,-1,-1,-1,-1,-1,-1,-1,-1,-2,3,2
6003,07/11/2018 01:08:14 PM,07/11/2018 01:09:28 PM,4,-1,4,-1,-1,-1,-1,-2,-2,-2,-2,-1,7,2
6004,07/11/2018 01:09:15 AM,07/11/2018 01:11:52 AM,4,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2
6005,07/11/2018 01:09:21 PM,07/11/2018 01:10:45 PM,2,0,6,1,1,1,1,-1,-1,-1,-1,0,17,2
6006,07/11/2018 01:11:46 PM,07/11/2018 01:12:55 PM,7,0,1,1,1,1,-1,-1,-1,-1,-1,0,1,2
6007,07/11/2018 01:12:03 PM,07/11/2018 01:13:21 PM,6,-1,6,-1,-1,-1,-2,-1,-1,-1,-1,-1,3,2
6008,07/11/2018 01:18:56 PM,07/11/2018 01:20:36 PM,6,-1,6,-2,-2,-2,-2,-2,-2,-2,-2,-1,8,1
6009,07/11/2018 01:18:57 AM,07/11/2018 01:21:17 AM,6,-1,2,2,2,1,1,-1,-1,-1,-1,1,12,2
6010,07/11/2018 01:20:34 PM,07/11/2018 01:23:27 PM,6,-2,3,-1,-1,-1,1,-2,-2,-2,1,-2,4,2
6011,07/11/2018 01:21:57 PM,07/11/2018 01:24:27 PM,10,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,1
6012,07/11/2018 01:23:35 PM,07/11/2018 01:24:28 PM,7,0,4,-1,-1,-1,-2,-2,-2,-2,-2,0,12,1
6013,07/11/2018 01:24:58 PM,07/11/2018 01:26:32 PM,9,0,5,1,1,1,1,-2,-2,-2,-2,0,4,1
6014,07/11/2018 01:25:51 AM,07/11/2018 01:27:44 AM,8,1,1,-1,1,-2,-2,-1,-1,-1,-1,1,2,1
6015,07/11/2018 01:26:07 PM,07/11/2018 01:27:37 PM,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,5,1
6016,07/11/2018 01:28:43 PM,07/11/2018 01:30:48 PM,6,0,5,-1,-1,1,1,-1,-1,1,1,1,8,2
6017,07/11/2018 01:33:55 AM,07/11/2018 01:36:06 AM,8,1,5,-2,-2,-2,-2,-1,-1,-1,-1,0,11,2
6018,07/11/2018 01:36:33 PM,07/11/2018 01:37:48 PM,10,2,5,2,2,1,1,-2,-2,-2,-2,2,1,1
6019,07/11/2018 01:39:24 AM,07/11/2018 01:41:53 AM,5,-1,5,2,2,2,2,-1,1,-1,-1,-1,15,1
6020,07/11/2018 01:40:09 AM,07/11/2018 01:41:13 AM,4,-1,1,-1,-1,-1,-1,-2,-2,-2,-2,-1,12,1
6021,07/11/2018 01:41:10 AM,07/11/2018 01:43:44 AM,10,2,4,1,1,-2,-2,-2,-2,-2,-2,0,14,1
6022,07/11/2018 01:46:49 PM,07/11/2018 01:55:17 PM,8,2,2,2,2,2,2,2,2,2,2,2,12,1
6023,07/11/2018 01:48:06 PM,07/11/2018 01:49:52 PM,2,-1,1,-1,-1,-1,-1,-2,-2,-2,-2,-1,1,1
6024,07/11/2018 01:50:11 AM,07/11/2018 01:51:44 AM,5,1,6,1,1,1,1,-1,-1,-1,-1,0,10,1
6025,07/11/2018 01:52:23 AM,07/11/2018 01:53:13 AM,9,-2,1,-1,-1,-1,-1,-2,-2,-2,-2,-2,3,1
6026,07/11/2018 01:55:11 AM,07/11/2018 01:56:21 AM,10,1,2,-1,1,-2,-2,-1,-1,-1,-1,1,1,1
6027,07/11/2018 02:00:59 PM,07/11/2018 02:01:40 PM,3,-2,1,1,1,1,-1,-2,-2,-2,-2,-2,15,1
6028,07/11/2018 02:01:05 PM,07/11/2018 02:02:27 PM,3,-1,2,-1,1,-1,-1,-1,-1,-1,-1,-1,5,1
6029,07/11/2018 02:05:30 PM,07/11/2018 02:06:47 PM,8,0,1,1,1,1,1,-1,1,-1,-1,0,4,1
6030,07/11/2018 02:12:04 AM,07/11/2018 02:14:35 AM,2,1,4,1,1,1,1,-1,-1,-1,-1,1,1,2
6031,07/11/2018 02:12:57 AM,07/11/2018 02:14:42 AM,3,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2
6032,07/11/2018 02:16:05 PM,07/11/2018 02:18:03 PM,9,1,1,1,1,-1,-2,-2,-2,-2,-2,1,13,1
6033,07/11/2018 02:18:33 AM,07/11/2018 02:19:48 AM,2,-2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,12,1
6034,07/11/2018 02:24:08 PM,07/11/2018 02:25:36 PM,3,-1,4,2,1,-1,-1,-1,-1,-1,1,0,11,2
6035,07/11/2018 02:27:45 PM,07/11/2018 02:32:54 PM,5,2,6,1,1,1,1,-1,-1,-1,-1,2,1,1
6036,07/11/2018 02:30:22 AM,07/11/2018 02:31:55 AM,8,1,4,1,1,-1,-1,-1,-1,-1,-1,1,17,1
6037,07/11/2018 02:35:44 PM,07/11/2018 02:40:21 PM,10,1,1,-1,-1,-1,-1,-2,-2,-2,-2,1,1,1
6038,07/11/2018 02:37:18 AM,07/11/2018 02:37:43 AM,4,1,1,1,-1,-1,-1,-1,-1,1,1,0,18,2
6039,07/11/2018 02:38:19 AM,07/11/2018 02:39:35 AM,5,-1,6,-1,-1,-1,-1,-2,-2,-2,-2,-1,1,1
6040,07/11/2018 02:41:49 PM,07/11/2018 02:45:10 PM,10,2,2,-2,-2,-2,-2,-2,-2,-2,-2,2,1,1
6041,07/11/2018 02:41:54 PM,07/11/2018 02:43:11 PM,6,2,4,-1,-1,-1,-1,-1,-1,-1,-1,0,13,2
6042,07/11/2018 02:44:38 PM,07/11/2018 02:47:24 PM,8,1,3,2,1,1,2,1,1,1,2,0,8,2
6043,07/11/2018 02:46:55 AM,07/11/2018 02:49:52 AM,3,-2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,2
6044,07/11/2018 02:48:22 AM,07/11/2018 02:50:37 AM,4,-2,2,2,2,2,2,2,2,2,2,-2,4,2
6045,07/11/2018 02:48:42 PM,07/11/2018 02:51:16 PM,3,1,6,1,1,1,1,1,2,1,2,1,9,2
6046,07/11/2018 02:49:06 AM,07/11/2018 02:49:58 AM,6,-1,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,13,1
6047,07/11/2018 02:49:36 AM,07/11/2018 02:52:09 AM,6,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,1
6048,07/11/2018 02:50:07 PM,07/11/2018 02:52:36 PM,9,1,1,1,1,1,2,-1,-1,-1,-1,1,6,2
6049,07/11/2018 02:52:45 AM,07/11/2018 02:53:36 AM,8,1,3,1,1,1,1,-1,-1,-1,-1,0,11,1
6050,07/11/2018 02:53:42 AM,07/11/2018 02:58:10 AM,1,0,3,1,2,-1,1,1,2,-1,2,-1,9,2
6051,07/11/2018 02:57:24 PM,07/11/2018 02:58:48 PM,9,-2,6,1,1,1,-2,-2,-2,-2,-2,-2,2,2
6052,07/11/2018 02:57:38 PM,07/11/2018 02:58:52 PM,4,-1,2,1,1,1,1,-1,-1,-1,-1,0,9,2
6053,07/11/2018 03:02:09 AM,07/11/2018 03:03:53 AM,10,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1
6054,07/11/2018 03:06:22 AM,07/11/2018 03:07:50 AM,6,-2,2,1,1,-1,-1,-1,-1,-1,-1,-2,2,1
6055,07/11/2018 03:12:43 PM,07/11/2018 03:13:17 PM,2,1,5,-2,-1,-2,-1,-1,-2,-2,-1,0,15,2
6056,07/11/2018 03:13:02 AM,07/11/2018 03:16:36 AM,8,-1,4,-1,1,1,1,1,-1,1,1,-1,15,1
6057,07/11/2018 03:14:44 PM,07/11/2018 03:15:47 PM,9,-1,4,1,-1,1,-1,1,1,1,1,-1,9,1
6058,07/11/2018 03:23:21 PM,07/11/2018 03:30:33 PM,5,1,6,1,1,1,1,1,1,1,1,1,7,2
6059,07/11/2018 03:25:31 PM,07/11/2018 03:27:05 PM,8,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
6060,07/11/2018 03:26:52 AM,07/11/2018 03:27:50 AM,2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,2
6061,07/11/2018 03:27:26 PM,07/11/2018 03:31:47 PM,5,2,3,1,1,1,1,2,2,2,2,-1,1,2
6062,07/11/2018 03:28:17 AM,07/11/2018 03:29:22 AM,10,1,2,1,1,1,-1,-2,-2,-2,-2,1,1,1
6063,07/11/2018 03:31:43 AM,07/11/2018 03:33:35 AM,1,-1,4,1,1,1,1,-1,-1,-2,-2,0,12,1
6064,07/11/2018 03:32:46 AM,07/11/2018 03:33:48 AM,1,0,4,2,2,2,2,-2,-2,-2,-2,0,1,1
6065,07/11/2018 03:34:20 AM,07/11/2018 03:35:23 AM,1,1,4,1,1,1,1,-2,-2,-2,-2,0,1,2
6066,07/11/2018 03:37:57 PM,07/11/2018 03:39:30 PM,7,1,4,-2,-1,-2,-1,-2,-2,-2,-2,1,1,1
6067,07/11/2018 03:51:09 PM,07/11/2018 03:52:16 PM,4,0,4,-1,-1,-1,-1,-1,-1,-1,-1,0,11,2
6068,07/11/2018 03:51:46 AM,07/11/2018 03:53:32 AM,1,1,2,2,2,2,2,-2,-2,-2,-2,1,14,1
6069,07/11/2018 03:53:57 PM,07/11/2018 03:55:28 PM,4,-1,2,-2,-2,-1,-1,-2,-2,-2,-2,-1,9,1
6070,07/11/2018 03:55:57 AM,07/11/2018 03:58:11 AM,4,-2,5,-2,-2,-2,-2,-2,-2,-2,-2,-1,1,1
6071,07/11/2018 03:56:14 PM,07/11/2018 03:57:45 PM,9,-2,5,1,1,1,1,-2,-2,-2,-2,-1,1,1
6072,07/11/2018 03:57:19 AM,07/11/2018 03:58:32 AM,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2
6073,07/11/2018 04:01:55 AM,07/11/2018 04:03:22 AM,8,-1,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,5,1
6074,07/11/2018 04:04:52 AM,07/11/2018 04:06:00 AM,4,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,2
6075,07/11/2018 04:05:03 PM,07/11/2018 04:06:13 PM,5,-2,1,2,2,1,2,-1,-1,-1,-1,-2,8,2
6076,07/11/2018 04:07:33 AM,07/11/2018 04:09:46 AM,6,-2,2,1,1,1,1,-2,-2,-2,-2,-1,17,1
6077,07/11/2018 04:11:12 AM,07/11/2018 04:13:17 AM,2,-1,6,-1,-1,-1,-1,-2,-2,-1,-1,-1,11,1
6078,07/11/2018 04:12:41 AM,07/11/2018 04:15:41 AM,6,1,4,1,1,1,1,-1,-1,-1,-1,1,11,1
6079,07/11/2018 04:12:51 AM,07/11/2018 04:14:25 AM,2,-2,1,-1,-1,-1,-1,-1,-1,-1,-1,-2,1,3
6080,07/11/2018 04:13:12 PM,07/11/2018 04:14:27 PM,5,-2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2
6081,07/11/2018 04:13:29 AM,07/11/2018 04:15:17 AM,1,0,2,-2,-2,-2,1,-2,-2,-2,1,1,1,1
6082,07/11/2018 04:27:07 AM,07/11/2018 04:29:17 AM,1,0,1,-1,-1,-1,-1,-2,-2,-2,-2,0,1,1
6083,07/11/2018 04:31:28 AM,07/11/2018 04:33:14 AM,8,1,6,1,1,-2,-2,-2,-2,-2,-2,1,9,1
6084,07/11/2018 04:34:47 PM,07/11/2018 04:36:32 PM,6,-2,1,2,2,2,2,1,1,1,1,-2,8,2
6085,07/11/2018 04:35:22 AM,07/11/2018 04:36:56 AM,5,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,5,2
6086,07/11/2018 04:37:55 PM,07/11/2018 04:40:16 PM,8,-1,1,-1,-2,-2,1,-2,-2,-2,-2,-1,10,2
6087,07/11/2018 04:44:18 PM,07/11/2018 04:45:51 PM,4,-2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,2
6088,07/11/2018 04:44:24 AM,07/11/2018 04:45:45 AM,2,-2,1,-1,-1,-1,-1,-2,-2,-2,-2,-2,7,2
6089,07/11/2018 04:46:18 PM,07/11/2018 04:48:20 PM,8,-1,4,2,2,2,2,1,1,2,1,1,8,1
6090,07/11/2018 04:47:00 AM,07/11/2018 04:48:36 AM,1,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,16,1
6091,07/11/2018 05:02:06 AM,07/11/2018 05:03:21 AM,10,1,6,-2,-2,-2,-2,-2,-2,-2,-2,1,7,1
6092,07/11/2018 05:02:08 AM,07/11/2018 05:04:23 AM,9,0,4,2,2,2,1,2,2,2,1,0,7,2
6093,07/11/2018 05:03:43 AM,07/11/2018 05:06:45 AM,2,-1,2,1,1,-1,-1,-1,-1,-2,-2,-1,1,2
6094,07/11/2018 05:13:58 AM,07/11/2018 05:15:26 AM,2,-1,5,-1,-1,-1,-2,-2,-2,-2,-2,-1,14,1
6095,07/11/2018 05:17:56 AM,07/11/2018 05:19:14 AM,8,0,6,-2,-2,-2,-2,-2,-2,-2,-2,0,13,2
6096,07/11/2018 05:18:33 PM,07/11/2018 05:20:03 PM,5,-1,6,1,1,-2,-2,1,1,-2,-2,1,1,1
6097,07/11/2018 05:25:34 PM,07/11/2018 05:27:00 PM,3,-2,6,1,1,1,1,1,1,1,-1,-2,2,2
6098,07/11/2018 05:26:59 AM,07/11/2018 05:27:41 AM,1,0,4,2,2,2,2,-1,-1,-1,-1,0,15,2
6099,07/11/2018 05:32:03 AM,07/11/2018 05:33:05 AM,6,-1,3,-1,-1,-2,-2,-2,-2,-2,-2,-1,12,2
6100,07/11/2018 05:33:26 AM,07/11/2018 05:35:57 AM,1,2,1,2,2,2,2,2,2,2,2,2,1,2
6101,07/11/2018 05:41:21 AM,07/11/2018 05:42:47 AM,5,-1,2,-1,-1,-2,-2,-2,-2,-2,-2,-1,7,1
6102,07/11/2018 05:43:13 AM,07/11/2018 05:45:07 AM,9,-2,1,1,1,-2,-2,-2,-2,-2,-2,-2,13,2
6103,07/11/2018 05:45:04 AM,07/11/2018 05:46:24 AM,9,-2,6,-1,-1,-1,1,-1,-1,-1,1,-2,7,2
6104,07/11/2018 05:46:51 AM,07/11/2018 05:48:23 AM,9,-2,5,-1,-1,-1,-1,-1,-1,-1,-1,-2,12,2
6105,07/11/2018 06:00:38 AM,07/11/2018 06:02:18 AM,7,0,6,1,-1,-1,-2,-1,-1,-2,-2,0,1,1
6106,07/11/2018 06:02:22 AM,07/11/2018 06:03:14 AM,3,-2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,1
6107,07/11/2018 06:03:20 AM,07/11/2018 06:04:18 AM,4,-1,3,-2,-2,-2,-2,-2,-2,-2,-2,-1,10,1
6108,07/11/2018 06:05:01 AM,07/11/2018 06:05:56 AM,8,-2,3,-1,-1,-1,-1,-1,-1,-1,-1,-2,11,1
6109,07/11/2018 06:06:40 AM,07/11/2018 06:07:38 AM,2,0,6,2,2,2,2,2,2,2,2,0,1,2
6110,07/11/2018 06:07:33 AM,07/11/2018 06:08:38 AM,10,0,4,1,1,1,1,-1,-1,-1,-1,0,5,2
6111,07/11/2018 06:11:32 AM,07/11/2018 06:12:27 AM,9,-2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,1
6112,07/11/2018 06:11:49 AM,07/11/2018 06:13:58 AM,9,1,3,2,2,2,2,2,2,2,2,1,1,2
6113,07/11/2018 06:12:17 AM,07/11/2018 06:13:31 AM,4,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,2
6114,07/11/2018 06:15:52 AM,07/11/2018 06:16:49 AM,4,-1,4,1,1,-1,1,1,1,-1,-1,0,1,1
6115,07/11/2018 06:17:33 AM,07/11/2018 06:18:59 AM,10,0,5,1,1,-1,1,-2,-2,-2,-2,0,1,1
6116,07/11/2018 06:21:36 PM,07/11/2018 06:23:18 PM,9,1,6,-1,-1,-1,-1,-1,-1,-1,-1,1,10,2
6117,07/11/2018 06:25:57 AM,07/11/2018 06:29:31 AM,2,-2,3,1,1,-2,-2,-2,-2,-2,-2,-2,1,1
6118,07/11/2018 06:26:00 AM,07/11/2018 06:27:40 AM,9,0,6,-2,-2,-2,-2,-2,-2,-2,-2,-1,1,2
6119,07/11/2018 06:26:04 AM,07/11/2018 06:28:42 AM,2,-1,4,2,2,-2,-2,-1,-2,-2,-2,-1,2,2
6120,07/11/2018 06:27:44 PM,07/11/2018 06:28:58 PM,7,0,4,-2,-2,-2,-2,-2,-2,-2,-2,0,14,2
6121,07/11/2018 06:34:31 AM,07/11/2018 06:37:36 AM,10,-2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1
6122,07/11/2018 06:35:16 AM,07/11/2018 06:36:34 AM,10,1,6,1,1,-1,-1,-1,-1,-1,-1,1,18,2
6123,07/11/2018 06:38:03 AM,07/11/2018 06:39:06 AM,8,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,1
6124,07/11/2018 06:39:27 AM,07/11/2018 06:41:34 AM,6,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2
6125,07/11/2018 06:54:16 PM,07/11/2018 06:55:26 PM,3,-1,5,-1,-1,-1,-1,-2,-2,-2,-2,-1,20,1
6126,07/11/2018 06:54:32 AM,07/11/2018 06:55:44 AM,8,1,3,-2,-2,-2,-2,-2,-2,-2,-2,-1,6,1
6127,07/11/2018 06:54:51 AM,07/11/2018 06:56:21 AM,10,1,6,-2,-2,-2,-2,-2,-2,-2,-2,-1,11,1
6128,07/11/2018 06:58:42 PM,07/11/2018 07:01:18 PM,3,0,5,1,-1,1,2,-1,-1,-1,-1,1,7,1
6129,07/11/2018 07:05:05 AM,07/11/2018 07:06:29 AM,7,0,4,-2,-2,-2,-2,-2,-2,-2,-2,0,16,1
6130,07/11/2018 07:14:31 AM,07/11/2018 07:16:53 AM,3,0,1,-2,-2,-2,2,-2,-2,-2,-2,-2,6,2
6131,07/11/2018 07:15:13 PM,07/11/2018 07:18:45 PM,6,0,5,1,2,2,1,1,1,1,1,-1,8,1
6132,07/11/2018 07:19:06 PM,07/11/2018 07:19:48 PM,5,-1,1,2,1,1,1,2,1,2,1,-1,8,1
6133,07/11/2018 07:19:10 PM,07/11/2018 07:21:17 PM,10,-1,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,9,1
6134,07/11/2018 07:22:19 AM,07/11/2018 07:23:40 AM,9,-1,4,-1,1,-1,-2,-2,-2,-2,-2,0,18,2
6135,07/11/2018 07:24:23 AM,07/11/2018 07:25:08 AM,8,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,17,2
