responseId,start_time,end_time,claim,prestance,condition,see_t,see_f,see_m,see_e,share_t,share_f,share_m,share_e,poststance,yearborn,gender
1,07/02/2018 04:51:38 PM,07/02/2018 05:30:54 PM,4,0,5,2,1,-1,-2,-2,-1,1,2,2,2,1
2,07/02/2018 05:33:40 PM,07/02/2018 05:36:36 PM,7,1,5,1,1,1,2,2,2,1,2,1,18,1
3,07/02/2018 05:33:41 PM,07/02/2018 05:34:15 PM,4,1,5,1,2,1,-1,-1,1,-1,-1,1,11,2
4,07/02/2018 05:33:44 PM,07/02/2018 05:34:47 PM,9,1,1,1,1,2,2,1,1,2,2,1,12,2
5,07/02/2018 05:33:49 PM,07/02/2018 05:37:17 PM,2,0,5,-1,1,-1,1,1,1,-1,1,0,8,1
6,07/02/2018 05:33:50 PM,07/02/2018 05:37:19 PM,5,1,3,1,-1,-1,1,2,1,1,1,1,9,1
7,07/02/2018 05:33:52 PM,07/02/2018 05:34:39 PM,4,0,6,1,-1,1,-1,1,2,-1,1,1,16,1
8,07/02/2018 05:33:53 PM,07/02/2018 05:35:35 PM,4,-1,3,-1,-1,-1,1,-1,-1,-1,1,-1,1,2
9,07/02/2018 05:33:54 PM,07/02/2018 05:36:58 PM,7,2,5,2,1,1,1,1,1,1,1,1,14,2
10,07/02/2018 05:33:56 PM,07/02/2018 05:34:54 PM,4,2,1,2,1,2,1,2,1,2,1,2,18,2
11,07/02/2018 05:33:56 PM,07/02/2018 05:36:36 PM,2,0,3,1,-1,1,-1,-1,-1,-1,-1,0,13,1
12,07/02/2018 05:33:57 PM,07/02/2018 05:35:43 PM,8,1,2,1,1,1,-1,1,1,1,1,1,14,2
13,07/02/2018 05:33:57 PM,07/02/2018 05:37:10 PM,8,0,3,1,1,-1,-1,1,1,1,1,1,17,1
14,07/02/2018 05:33:59 PM,07/02/2018 05:36:09 PM,6,-1,4,-1,-1,-2,-1,-1,-1,-2,-2,-1,1,2
15,07/02/2018 05:34:05 PM,07/02/2018 05:36:00 PM,5,1,1,-1,1,-1,-1,-1,-1,1,-1,1,9,2
16,07/02/2018 05:34:12 PM,07/02/2018 05:35:14 PM,8,0,4,1,-1,-1,1,-1,1,-1,1,1,6,2
17,07/02/2018 05:34:13 PM,07/02/2018 05:36:15 PM,2,-2,3,1,1,1,1,-2,-2,-2,-2,-2,1,1
18,07/02/2018 05:34:17 PM,07/02/2018 05:36:30 PM,3,-2,2,1,2,1,1,1,1,1,1,2,13,2
19,07/02/2018 05:34:18 PM,07/02/2018 05:35:23 PM,10,0,4,2,1,2,1,1,2,1,1,0,11,2
20,07/02/2018 05:34:23 PM,07/02/2018 05:36:55 PM,3,1,6,1,2,1,2,1,-1,1,-1,1,7,2
21,07/02/2018 05:34:23 PM,07/02/2018 05:35:34 PM,5,0,3,1,-1,-1,1,-1,1,-2,-1,0,11,2
22,07/02/2018 05:34:23 PM,07/02/2018 05:36:07 PM,9,-1,4,-1,1,1,1,-2,-1,1,-1,1,10,2
23,07/02/2018 05:34:23 PM,07/02/2018 05:38:04 PM,10,2,2,1,2,2,1,1,2,2,1,1,11,2
24,07/02/2018 05:34:25 PM,07/02/2018 05:36:06 PM,4,0,2,-1,1,1,-1,1,-1,1,-1,0,12,1
25,07/02/2018 05:34:26 PM,07/02/2018 05:37:55 PM,7,1,2,1,1,-1,-1,1,1,-1,-1,0,10,2
26,07/02/2018 05:34:28 PM,07/02/2018 05:35:00 PM,7,0,4,1,-1,1,2,-1,1,1,1,-1,13,1
27,07/02/2018 05:34:30 PM,07/02/2018 06:00:46 PM,10,1,4,1,-1,-1,-2,-1,-1,-1,-1,1,10,2
28,07/02/2018 05:34:32 PM,07/02/2018 05:35:16 PM,6,0,6,1,-1,1,-2,-1,1,-1,-2,1,11,2
29,07/02/2018 05:34:33 PM,07/02/2018 05:35:56 PM,1,0,3,1,-1,1,-1,1,-1,-1,-1,1,11,2
30,07/02/2018 05:34:34 PM,07/02/2018 05:36:20 PM,8,-2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,1
31,07/02/2018 05:34:36 PM,07/02/2018 05:36:46 PM,4,0,4,2,1,-1,-2,2,1,-1,-2,-1,13,1
32,07/02/2018 05:34:39 PM,07/02/2018 05:37:13 PM,6,2,1,1,1,2,1,1,2,2,1,2,6,1
33,07/02/2018 05:34:39 PM,07/02/2018 05:36:23 PM,3,0,2,-1,1,-2,-2,-1,1,-2,-1,0,9,1
34,07/02/2018 05:34:41 PM,07/02/2018 05:36:05 PM,5,-2,4,-2,-2,-1,-1,-2,-2,-2,-2,-1,17,1
35,07/02/2018 05:34:43 PM,07/02/2018 05:56:23 PM,4,1,1,2,1,2,1,1,2,2,1,1,10,2
36,07/02/2018 05:34:45 PM,07/02/2018 05:37:35 PM,1,-2,2,1,1,-2,-1,1,1,-2,-2,0,10,2
37,07/02/2018 05:34:45 PM,07/02/2018 05:38:37 PM,2,-2,6,-1,-1,-1,-1,-1,-1,-1,-1,-2,1,2
38,07/02/2018 05:34:46 PM,07/02/2018 05:36:28 PM,3,-1,2,1,1,1,1,1,1,-1,1,-1,1,1
39,07/02/2018 05:34:50 PM,07/02/2018 05:38:34 PM,3,0,2,2,1,-1,-2,1,-1,1,-2,0,13,1
40,07/02/2018 05:34:53 PM,07/02/2018 05:37:29 PM,1,1,4,2,2,2,2,2,2,2,2,1,1,1
41,07/02/2018 05:34:53 PM,07/02/2018 05:36:25 PM,3,1,3,2,2,2,2,2,1,2,1,2,15,1
42,07/02/2018 05:34:55 PM,07/02/2018 05:38:12 PM,3,1,3,2,2,1,1,1,2,1,-1,1,10,2
43,07/02/2018 05:34:56 PM,07/02/2018 05:36:59 PM,9,0,4,-1,-1,-1,-1,-1,-1,-1,-1,0,5,2
44,07/02/2018 05:34:56 PM,07/02/2018 05:36:26 PM,9,1,3,-1,-2,1,2,1,-1,1,-1,1,14,1
45,07/02/2018 05:35:02 PM,07/02/2018 05:36:46 PM,8,2,2,2,2,1,2,2,1,2,2,2,15,2
46,07/02/2018 05:35:03 PM,07/02/2018 05:35:45 PM,1,0,3,2,-1,1,-1,1,-1,-2,-1,1,15,1
47,07/02/2018 05:35:04 PM,07/02/2018 05:36:47 PM,8,0,5,1,-1,-2,-1,1,-1,1,-1,0,14,1
48,07/02/2018 05:35:08 PM,07/02/2018 05:36:39 PM,2,1,6,-1,1,2,1,2,1,2,1,1,11,1
49,07/02/2018 05:35:14 PM,07/02/2018 05:37:51 PM,2,1,5,1,-1,1,2,-1,1,-1,1,0,12,1
50,07/02/2018 05:35:20 PM,07/02/2018 05:37:41 PM,9,0,1,1,1,1,1,1,1,1,1,2,16,2
51,07/02/2018 05:35:23 PM,07/02/2018 05:36:55 PM,3,-2,4,-1,-1,-2,-2,-1,-1,1,1,-2,5,2
52,07/02/2018 05:35:25 PM,07/02/2018 05:36:59 PM,1,1,4,-1,1,-1,1,-1,1,-1,-1,0,7,2
53,07/02/2018 05:35:25 PM,07/02/2018 05:37:32 PM,2,-1,5,1,1,1,-1,-2,-2,-2,-2,-1,1,1
54,07/02/2018 05:35:30 PM,07/02/2018 05:38:38 PM,2,1,4,1,1,-2,1,1,1,-1,1,1,5,2
55,07/02/2018 05:35:35 PM,07/02/2018 05:37:14 PM,9,-1,2,1,1,-1,-1,-1,-1,-1,-1,0,1,1
56,07/02/2018 05:35:38 PM,07/02/2018 05:37:32 PM,10,1,4,1,1,-1,-2,-2,-2,-2,-2,1,1,2
57,07/02/2018 05:35:42 PM,07/02/2018 05:36:48 PM,2,-2,4,-1,-1,-1,-1,-2,-2,-2,-2,-2,12,1
58,07/02/2018 05:35:47 PM,07/02/2018 05:37:36 PM,9,0,6,-1,-1,-1,-1,-1,-1,-1,-1,0,13,2
59,07/02/2018 05:35:50 PM,07/02/2018 05:38:03 PM,10,1,5,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2
60,07/02/2018 05:35:52 PM,07/02/2018 05:37:34 PM,7,-2,5,1,1,-1,-1,-2,-2,-2,-2,-2,1,2
61,07/02/2018 05:36:02 PM,07/02/2018 05:44:25 PM,7,0,3,2,2,1,2,2,2,1,2,2,10,2
62,07/02/2018 05:36:09 PM,07/02/2018 05:37:29 PM,2,2,6,2,1,2,1,2,1,2,1,1,14,1
63,07/02/2018 05:36:10 PM,07/02/2018 05:37:25 PM,10,0,5,1,1,1,1,1,1,1,1,1,14,1
64,07/02/2018 05:36:13 PM,07/02/2018 05:37:26 PM,7,0,4,1,1,1,1,-1,-1,-1,-1,0,4,1
65,07/02/2018 05:36:19 PM,07/02/2018 05:39:26 PM,10,1,1,2,1,2,1,2,1,2,1,1,11,2
66,07/02/2018 05:36:21 PM,07/02/2018 05:37:25 PM,1,1,4,-1,1,-1,1,1,-1,1,1,0,13,2
67,07/02/2018 05:36:21 PM,07/02/2018 05:37:06 PM,6,1,2,-1,-1,1,1,-1,-1,-1,-1,1,4,1
68,07/02/2018 05:36:25 PM,07/02/2018 05:37:48 PM,9,0,2,1,2,-1,1,-1,-1,-1,-1,0,9,2
69,07/02/2018 05:36:25 PM,07/02/2018 05:38:39 PM,6,1,6,1,2,2,2,1,1,2,2,-1,8,1
70,07/02/2018 05:36:32 PM,07/02/2018 05:38:33 PM,8,-1,5,1,1,1,-1,-1,-1,-2,-2,-1,13,2
71,07/02/2018 05:36:33 PM,07/02/2018 05:37:05 PM,5,0,5,1,-1,1,1,1,-1,-2,-2,-1,14,1
72,07/02/2018 05:36:37 PM,07/02/2018 05:39:49 PM,5,-2,6,1,1,1,1,1,1,1,1,0,12,1
73,07/02/2018 05:36:39 PM,07/02/2018 05:37:42 PM,10,1,4,-2,-1,-2,-1,1,2,1,2,1,13,1
74,07/02/2018 05:36:44 PM,07/02/2018 05:38:41 PM,7,1,5,1,2,2,1,2,1,1,2,2,13,1
75,07/02/2018 05:36:53 PM,07/02/2018 05:37:43 PM,8,1,3,-1,1,1,-1,-1,1,-1,-1,0,1,2
76,07/02/2018 05:36:54 PM,07/02/2018 07:16:53 PM,10,1,1,1,2,1,1,1,2,1,-1,1,11,1
77,07/02/2018 05:36:55 PM,07/02/2018 05:47:43 PM,1,2,2,2,2,2,2,2,2,2,2,2,2,1
78,07/02/2018 05:37:10 PM,07/02/2018 05:38:17 PM,10,0,2,1,-1,-2,-1,1,-1,1,-1,0,14,1
79,07/02/2018 05:37:12 PM,07/02/2018 05:42:19 PM,1,1,1,2,1,2,1,2,1,1,2,1,11,2
80,07/02/2018 05:37:13 PM,07/02/2018 05:37:42 PM,8,0,5,-1,1,2,1,1,1,2,1,-1,13,1
81,07/02/2018 05:37:15 PM,07/02/2018 05:38:47 PM,3,1,6,1,-2,1,-1,1,-1,1,-1,0,14,1
82,07/02/2018 05:37:16 PM,07/02/2018 05:40:21 PM,3,-2,5,-1,-1,-1,1,-1,-1,-1,1,-2,1,2
83,07/02/2018 05:37:22 PM,07/02/2018 05:38:39 PM,3,-2,4,1,1,-1,-1,-1,-1,-1,-1,0,8,1
84,07/02/2018 05:37:29 PM,07/02/2018 05:38:57 PM,8,1,4,2,2,-1,-1,2,2,1,-1,1,7,2
85,07/02/2018 05:37:32 PM,07/02/2018 05:38:20 PM,4,0,6,-1,-1,-1,-1,-1,-2,-2,-2,1,4,2
86,07/02/2018 05:37:39 PM,07/02/2018 05:39:55 PM,8,1,4,-1,-1,-2,-1,-1,-2,-1,-2,1,13,2
87,07/02/2018 05:37:41 PM,07/02/2018 05:41:47 PM,10,2,3,1,2,1,1,1,2,1,1,2,11,2
88,07/02/2018 05:37:49 PM,07/02/2018 05:38:59 PM,10,1,3,1,1,1,1,-1,-1,-1,-1,-1,10,2
89,07/02/2018 05:37:49 PM,07/02/2018 05:38:36 PM,9,1,5,1,2,1,1,1,1,2,2,1,11,1
90,07/02/2018 05:37:51 PM,07/02/2018 05:43:49 PM,5,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1
91,07/02/2018 05:37:56 PM,07/02/2018 05:38:50 PM,2,2,3,-2,-2,-2,-2,-2,-2,1,-2,-1,14,2
92,07/02/2018 05:37:57 PM,07/02/2018 05:39:25 PM,9,0,6,1,1,1,1,1,1,1,1,1,5,1
93,07/02/2018 05:38:04 PM,07/02/2018 05:39:39 PM,8,1,2,1,1,1,1,1,1,-1,-1,1,9,2
94,07/02/2018 05:38:06 PM,07/02/2018 05:38:56 PM,6,2,1,-2,-1,1,2,1,2,1,-1,1,7,2
95,07/02/2018 05:38:09 PM,07/02/2018 05:40:04 PM,1,2,4,2,1,-1,-2,2,1,-1,-2,1,10,2
96,07/02/2018 05:38:16 PM,07/02/2018 05:40:35 PM,6,2,2,2,1,2,1,2,1,2,1,2,11,2
97,07/02/2018 05:38:22 PM,07/02/2018 05:39:07 PM,10,1,2,-1,-2,1,-1,1,-1,-2,-2,1,10,1
98,07/02/2018 05:38:24 PM,07/02/2018 05:42:12 PM,5,-2,2,-1,-1,-1,-2,-2,-2,-2,-2,-2,2,2
99,07/02/2018 05:38:26 PM,07/02/2018 05:39:19 PM,5,2,1,1,2,2,2,2,2,2,2,2,10,2
100,07/02/2018 05:38:32 PM,07/02/2018 05:41:42 PM,9,1,2,1,1,-1,2,2,-1,1,2,1,2,2
101,07/02/2018 05:38:34 PM,07/02/2018 05:39:53 PM,6,0,5,1,1,1,2,-2,-2,-2,-2,0,17,1
102,07/02/2018 05:38:51 PM,07/02/2018 05:40:21 PM,5,-2,5,1,1,1,1,-2,-2,-2,-2,0,11,1
103,07/02/2018 05:38:55 PM,07/02/2018 05:42:10 PM,3,2,1,2,1,2,1,2,1,2,1,1,11,2
104,07/02/2018 05:38:57 PM,07/02/2018 05:41:15 PM,6,-1,2,2,2,1,1,-1,-1,-1,-1,0,4,1
105,07/02/2018 05:38:58 PM,07/02/2018 05:40:17 PM,9,1,6,1,-1,1,-2,-1,1,-1,-2,1,11,1
106,07/02/2018 05:39:02 PM,07/02/2018 05:40:45 PM,1,0,3,1,-1,2,1,-1,1,-1,1,1,11,1
107,07/02/2018 05:39:05 PM,07/02/2018 05:40:36 PM,8,-1,6,-2,-2,-1,-1,-2,-2,-2,-2,-1,8,2
108,07/02/2018 05:39:06 PM,07/02/2018 05:40:00 PM,6,1,6,1,-1,-2,-1,1,-1,1,1,1,14,2
109,07/02/2018 05:39:06 PM,07/02/2018 05:39:55 PM,8,1,3,1,2,2,1,2,1,2,2,1,12,1
110,07/02/2018 05:39:20 PM,07/02/2018 05:39:48 PM,2,1,3,2,1,2,2,1,2,1,2,1,11,1
111,07/02/2018 05:39:27 PM,07/02/2018 05:41:06 PM,5,1,1,1,1,2,1,2,1,1,2,1,11,2
112,07/02/2018 05:39:37 PM,07/02/2018 05:41:02 PM,9,0,2,2,1,-1,-2,2,1,-1,-2,0,14,2
113,07/02/2018 05:39:38 PM,07/02/2018 05:41:39 PM,4,0,4,2,1,-1,-2,2,1,-1,-2,0,13,1
114,07/02/2018 05:39:39 PM,07/02/2018 05:41:12 PM,9,0,6,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1
115,07/02/2018 05:39:44 PM,07/02/2018 05:40:31 PM,7,-1,2,1,1,1,1,-1,-1,-1,-1,-1,9,2
116,07/02/2018 05:39:53 PM,07/02/2018 05:40:40 PM,9,0,2,-1,1,-1,-2,1,-2,-1,-1,0,9,2
117,07/02/2018 05:39:54 PM,07/02/2018 05:42:12 PM,6,2,4,2,1,2,1,2,1,2,1,2,11,2
118,07/02/2018 05:40:06 PM,07/02/2018 05:41:08 PM,1,-1,2,1,1,1,1,-1,-1,-1,-1,0,7,1
119,07/02/2018 05:40:14 PM,07/02/2018 05:41:08 PM,1,1,1,1,2,1,1,1,1,2,1,0,8,1
120,07/02/2018 05:40:15 PM,07/02/2018 05:42:11 PM,6,0,2,1,-1,1,1,2,2,2,1,0,14,1
121,07/02/2018 05:40:20 PM,07/02/2018 05:41:52 PM,1,0,6,1,1,1,1,2,1,1,1,1,1,1
122,07/02/2018 05:40:20 PM,07/02/2018 05:41:54 PM,10,1,4,2,2,2,2,2,1,2,1,1,15,1
123,07/02/2018 05:40:21 PM,07/02/2018 05:42:48 PM,5,-2,6,1,-1,-1,1,-1,-1,-1,-1,-2,10,1
124,07/02/2018 05:40:25 PM,07/02/2018 05:42:53 PM,4,1,2,1,-1,-2,-1,1,-1,-1,1,0,14,2
125,07/02/2018 05:40:28 PM,07/02/2018 05:43:55 PM,3,1,4,1,2,-1,1,1,2,1,2,0,2,2
126,07/02/2018 05:40:31 PM,07/02/2018 05:42:53 PM,7,0,3,1,1,-1,-1,-1,-1,-2,-2,-1,4,2
127,07/02/2018 05:40:33 PM,07/02/2018 05:43:02 PM,4,-1,1,-2,-2,-1,1,-2,-2,-1,-1,-1,7,1
128,07/02/2018 05:40:39 PM,07/02/2018 05:41:45 PM,7,1,2,2,2,1,1,2,1,1,2,1,11,2
129,07/02/2018 05:41:17 PM,07/02/2018 05:42:10 PM,10,0,4,1,1,-1,-1,-2,-2,-2,-2,0,13,1
130,07/02/2018 05:41:23 PM,07/02/2018 05:49:08 PM,9,2,2,1,1,1,1,1,1,1,1,2,1,2
131,07/02/2018 05:41:28 PM,07/02/2018 05:43:05 PM,8,1,6,1,1,1,-2,-1,-1,-1,-2,0,9,1
132,07/02/2018 05:41:51 PM,07/02/2018 05:46:50 PM,10,0,4,2,1,-1,-2,2,1,-1,-2,0,13,2
133,07/02/2018 05:41:53 PM,07/02/2018 05:51:37 PM,5,0,1,-1,1,-1,-2,-2,-1,-1,1,0,15,2
134,07/02/2018 05:41:56 PM,07/02/2018 05:44:21 PM,8,-2,1,-1,-2,-1,-2,-2,-2,-2,-2,-2,9,2
135,07/02/2018 05:41:57 PM,07/02/2018 05:43:53 PM,1,1,4,1,1,-1,-1,-1,-1,-1,-2,0,8,1
136,07/02/2018 05:42:05 PM,07/02/2018 05:42:38 PM,3,2,5,2,2,2,2,2,2,2,2,2,10,2
137,07/02/2018 05:42:16 PM,07/02/2018 05:44:52 PM,7,0,1,1,2,2,1,1,2,2,1,1,11,2
138,07/02/2018 05:42:22 PM,07/02/2018 05:44:03 PM,6,0,6,1,-1,1,-1,1,-1,1,-1,1,9,1
139,07/02/2018 05:42:25 PM,07/02/2018 05:43:37 PM,9,1,3,-1,1,1,2,1,2,1,2,1,12,1
140,07/02/2018 05:42:28 PM,07/02/2018 05:43:52 PM,1,0,2,1,1,1,1,-2,-2,-2,-2,0,8,2
141,07/02/2018 05:42:29 PM,07/02/2018 06:30:52 PM,10,1,5,-1,-1,-1,-1,-2,-2,-2,-2,1,1,2
142,07/02/2018 05:42:48 PM,07/02/2018 05:45:33 PM,8,1,6,1,2,1,2,2,1,2,2,2,11,2
143,07/02/2018 05:43:02 PM,07/02/2018 05:45:04 PM,7,1,3,-1,-2,-2,-1,-2,-2,-2,-2,-1,1,1
144,07/02/2018 05:43:11 PM,07/02/2018 05:47:59 PM,1,0,4,1,2,1,2,1,2,1,2,0,17,1
145,07/02/2018 05:43:21 PM,07/02/2018 05:43:58 PM,3,1,5,2,1,2,1,2,1,2,1,1,11,1
146,07/02/2018 05:43:26 PM,07/02/2018 05:45:17 PM,3,-2,5,-1,-1,-1,1,-2,-2,-2,-2,-2,1,2
147,07/02/2018 05:43:54 PM,07/02/2018 05:44:49 PM,9,0,2,1,-1,1,1,-1,1,1,1,0,1,2
148,07/02/2018 05:44:03 PM,07/02/2018 05:45:46 PM,6,0,4,1,-1,-1,-1,-1,-1,-1,-1,0,1,1
149,07/02/2018 05:44:10 PM,07/02/2018 05:48:42 PM,10,-1,3,-1,-1,-1,-1,-2,-2,-2,-2,-2,1,1
150,07/02/2018 05:44:15 PM,07/02/2018 05:46:00 PM,3,-2,4,-2,-2,-2,1,-2,-2,-2,-2,-2,1,1
151,07/02/2018 05:44:41 PM,07/02/2018 05:47:17 PM,5,1,5,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
152,07/02/2018 05:44:42 PM,07/02/2018 05:46:26 PM,10,1,6,1,1,-1,-2,-1,-1,-1,-2,1,11,2
153,07/02/2018 05:44:45 PM,07/02/2018 05:48:13 PM,4,1,3,1,2,1,1,1,2,2,1,1,12,2
154,07/02/2018 05:44:50 PM,07/02/2018 05:48:25 PM,6,1,2,1,1,1,1,-1,1,-2,-2,1,4,2
155,07/02/2018 05:45:06 PM,07/02/2018 05:48:14 PM,9,-1,4,-1,-1,-2,-2,-2,-2,-2,-2,-1,1,2
156,07/02/2018 05:45:24 PM,07/02/2018 05:46:17 PM,9,1,6,1,1,1,1,1,1,1,1,0,17,1
157,07/02/2018 05:45:43 PM,07/02/2018 05:48:59 PM,8,-2,2,1,1,1,1,1,1,1,1,-2,1,1
158,07/02/2018 05:46:08 PM,07/02/2018 05:47:02 PM,8,1,1,2,2,1,1,1,2,1,1,0,15,1
159,07/02/2018 05:46:29 PM,07/02/2018 05:47:56 PM,1,-1,5,-1,1,-2,-1,-1,-1,-1,-1,-1,4,2
160,07/02/2018 05:46:35 PM,07/02/2018 05:53:11 PM,9,0,4,-1,1,2,2,-1,1,2,2,0,6,1
161,07/02/2018 05:46:35 PM,07/02/2018 05:49:00 PM,5,-1,3,1,1,1,1,-1,-1,-1,-1,-1,7,2
162,07/02/2018 05:46:38 PM,07/02/2018 05:47:45 PM,8,-1,3,1,1,1,1,-1,-1,-1,-1,-1,13,2
163,07/02/2018 05:47:00 PM,07/02/2018 05:48:33 PM,9,-1,4,-1,-1,-2,-2,-1,-1,-1,-1,-1,1,1
164,07/02/2018 05:47:12 PM,07/02/2018 05:47:59 PM,7,0,1,1,1,-1,1,1,1,2,1,0,14,1
165,07/02/2018 05:47:14 PM,07/02/2018 05:48:22 PM,6,1,5,1,1,1,1,1,1,1,1,1,13,1
166,07/02/2018 05:47:26 PM,07/02/2018 05:48:24 PM,1,1,3,-1,-1,-2,-1,1,-1,-1,1,1,16,1
167,07/02/2018 05:48:19 PM,07/02/2018 05:50:16 PM,4,1,6,1,2,-1,1,1,2,1,1,1,11,1
168,07/02/2018 05:48:23 PM,07/02/2018 05:49:23 PM,10,-1,6,-1,-1,-2,-2,-2,-2,-2,-2,-1,5,1
169,07/02/2018 05:48:33 PM,07/02/2018 05:49:53 PM,7,-1,4,-1,-1,-1,-1,-2,-2,-2,-2,-1,2,2
170,07/02/2018 05:48:35 PM,07/02/2018 05:51:30 PM,6,0,6,-1,1,-1,1,1,-1,-2,-1,0,13,1
171,07/02/2018 05:48:46 PM,07/02/2018 05:50:18 PM,6,1,4,-1,-1,-2,-1,1,-1,1,1,1,15,1
172,07/02/2018 05:48:53 PM,07/02/2018 05:50:41 PM,8,-2,2,1,1,-2,-2,-1,-1,-1,-1,-2,15,1
173,07/02/2018 05:48:53 PM,07/02/2018 05:50:40 PM,6,-1,4,1,1,-1,-2,-1,-1,-2,-2,-1,10,1
174,07/02/2018 05:49:01 PM,07/02/2018 05:52:29 PM,1,1,1,2,1,2,1,1,2,1,2,0,10,1
175,07/02/2018 05:49:04 PM,07/02/2018 05:53:10 PM,4,0,6,1,-1,1,1,1,1,1,2,0,12,1
176,07/02/2018 05:49:21 PM,07/02/2018 05:51:04 PM,8,1,5,1,2,2,1,2,1,2,2,1,9,1
177,07/02/2018 05:49:26 PM,07/02/2018 05:51:57 PM,9,2,1,1,2,1,2,1,2,1,2,2,10,2
178,07/02/2018 05:49:29 PM,07/02/2018 05:56:46 PM,10,1,3,-1,-2,-1,-2,-1,-2,-2,-1,2,13,1
179,07/02/2018 05:49:34 PM,07/02/2018 05:52:49 PM,1,1,5,1,2,1,2,1,2,2,1,1,11,2
180,07/02/2018 05:50:12 PM,07/02/2018 05:51:55 PM,10,2,6,2,1,2,1,1,2,1,1,2,2,2
181,07/02/2018 05:50:25 PM,07/02/2018 05:52:13 PM,5,1,1,1,1,-1,1,-1,-1,-2,-2,1,2,1
182,07/02/2018 05:50:35 PM,07/02/2018 05:51:31 PM,1,0,1,1,1,1,-1,-1,-2,-1,-1,0,18,1
183,07/02/2018 05:50:38 PM,07/02/2018 05:52:42 PM,3,-2,2,1,-1,-1,-1,-2,-2,-2,-2,-2,1,2
184,07/02/2018 05:50:39 PM,07/02/2018 05:52:02 PM,7,2,3,1,2,1,1,1,2,1,1,1,13,2
185,07/02/2018 05:50:44 PM,07/02/2018 05:51:24 PM,1,-1,1,-1,-1,-1,-2,-2,-2,-2,-2,-1,16,1
186,07/02/2018 05:50:47 PM,07/02/2018 05:52:14 PM,8,0,1,1,1,1,1,1,1,1,1,0,15,1
187,07/02/2018 05:50:50 PM,07/02/2018 05:52:10 PM,10,1,5,1,-2,-2,1,1,1,1,1,1,14,1
188,07/02/2018 05:50:56 PM,07/02/2018 05:52:16 PM,5,2,5,1,1,1,1,-1,-1,-1,-2,2,15,2
189,07/02/2018 05:50:58 PM,07/02/2018 05:52:46 PM,4,1,6,1,2,1,2,1,2,1,2,1,1,2
190,07/02/2018 05:51:13 PM,07/02/2018 05:52:22 PM,6,1,6,1,1,-1,1,1,-1,1,1,0,15,1
191,07/02/2018 05:51:15 PM,07/02/2018 05:53:05 PM,3,1,3,-2,-2,-1,-2,-1,1,-1,1,1,8,1
192,07/02/2018 05:51:16 PM,07/02/2018 05:52:10 PM,1,-1,1,-1,-1,-2,-2,-2,-2,-2,-2,-1,11,2
193,07/02/2018 05:51:23 PM,07/02/2018 05:53:29 PM,10,0,3,-2,-2,-1,-1,-2,-2,-2,-2,-2,7,1
194,07/02/2018 05:51:23 PM,07/02/2018 05:52:10 PM,5,0,6,-2,-2,-2,-2,-1,-2,-2,-2,1,13,1
195,07/02/2018 05:51:27 PM,07/02/2018 05:52:31 PM,9,-1,3,-1,-1,-1,1,-1,-1,-1,-1,-1,7,1
196,07/02/2018 05:51:28 PM,07/02/2018 05:53:06 PM,7,0,6,-1,-1,-1,-1,-1,-1,-1,-1,1,12,1
197,07/02/2018 05:51:44 PM,07/02/2018 05:53:08 PM,3,-2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2
198,07/02/2018 05:51:58 PM,07/02/2018 05:53:18 PM,6,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,1
199,07/02/2018 05:52:45 PM,07/02/2018 05:53:50 PM,3,-2,6,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2
200,07/02/2018 05:53:01 PM,07/02/2018 05:59:32 PM,6,1,3,1,1,-1,-1,1,1,-1,-1,1,10,2
201,07/02/2018 05:53:08 PM,07/02/2018 05:54:38 PM,9,2,2,1,2,1,1,1,1,2,2,2,10,1
202,07/02/2018 05:53:12 PM,07/02/2018 05:54:33 PM,2,-1,2,1,2,-2,-2,-2,-2,-2,-2,-1,18,1
203,07/02/2018 05:53:19 PM,07/02/2018 05:54:24 PM,8,1,6,-2,-1,-1,-2,1,1,2,1,1,12,1
204,07/02/2018 05:53:28 PM,07/02/2018 05:54:19 PM,4,0,6,-2,-2,-2,-2,-2,-2,-2,-2,-1,5,2
205,07/02/2018 05:53:39 PM,07/02/2018 05:55:13 PM,10,2,2,1,2,1,2,1,2,1,2,1,10,1
206,07/02/2018 05:53:42 PM,07/02/2018 05:56:20 PM,4,2,4,1,1,-2,-2,-2,-2,-2,-2,2,14,1
207,07/02/2018 05:53:43 PM,07/02/2018 05:58:18 PM,2,-1,3,-1,1,2,1,2,2,1,1,1,10,2
208,07/02/2018 05:53:47 PM,07/02/2018 05:56:04 PM,3,1,2,1,2,2,1,2,2,1,1,1,11,1
209,07/02/2018 05:53:58 PM,07/02/2018 05:55:21 PM,10,2,3,-1,-1,-2,-2,-2,-2,-2,-2,-1,12,1
210,07/02/2018 05:54:01 PM,07/02/2018 05:55:43 PM,5,2,4,2,2,2,2,2,2,2,2,2,7,1
